episode_reward_max,iterations_since_restore,config,timestamp,episodes_total,timesteps_since_restore,experiment_id,timesteps_total,episode_reward_min,num_metric_batches_dropped,time_this_iter_s,episodes_this_iter,episode_reward_mean,pid,num_healthy_workers,timesteps_this_iter,custom_metrics,policy_reward_mean,training_iteration,node_ip,off_policy_estimator,info,episode_len_mean,hostname,time_since_restore,done,time_total_s,sampler_perf,date
0.955,1,"{'metrics_smoothing_episodes': 100, 'compress_observations': False, 'num_gpus': 4, 'num_workers': 73, 'input': 'sampler', 'collect_metrics_timeout': 180, 'synchronize_filters': True, 'replay_buffer_num_slots': 0, 'batch_mode': 'truncate_episodes', 'postprocess_inputs': False, 'lr_schedule': None, 'output': None, 'decay': 0.99, 'custom_resources_per_worker': {}, 'output_compress_columns': ['obs', 'new_obs'], 'model': {'free_log_std': False, 'fcnet_hiddens': [128, 128], 'custom_model': None, 'lstm_cell_size': 256, 'custom_preprocessor': None, 'conv_activation': 'relu', 'grayscale': False, 'max_seq_len': 20, 'use_lstm': False, 'dim': 84, 'lstm_use_prev_action_reward': False, 'fcnet_activation': 'tanh', 'squash_to_range': False, 'conv_filters': None, 'zero_mean': True, 'framestack': True, 'custom_options': {}}, 'minibatch_buffer_size': 1, 'callbacks': {'on_episode_end': None, 'on_postprocess_traj': None, 'on_train_result': None, 'on_episode_step': None, 'on_episode_start': None, 'on_sample_end': None}, 'min_iter_time_s': 10, 'shuffle_buffer_size': 0, 'learner_queue_size': 16, 'opt_type': 'rmpsprop', 'num_envs_per_worker': 1, 'tf_session_args': {'inter_op_parallelism_threads': 2, 'allow_soft_placement': True, 'gpu_options': {'allow_growth': True}, 'intra_op_parallelism_threads': 2, 'device_count': {'CPU': 1}, 'log_device_placement': False}, 'grad_clip': 40.0, 'ignore_worker_failures': False, 'num_gpus_per_worker': 0, 'multiagent': {'policy_mapping_fn': None, 'policies_to_train': None, 'policy_graphs': {}}, 'entropy_coeff': 0.01, 'log_level': 'INFO', 'num_aggregation_workers': 0, 'sample_batch_size': 300, 'sample_async': False, 'max_sample_requests_in_flight_per_worker': 2, 'num_data_loader_buffers': 1, 'remote_worker_envs': False, 'env_config': {}, 'soft_horizon': False, 'vtrace_clip_rho_threshold': 1.0, 'vtrace': True, 'epsilon': 0.01, 'remote_env_batch_wait_ms': 0, 'replay_proportion': 0.0, 'vtrace_clip_pg_rho_threshold': 1.0, 'momentum': 0.0, 'num_sgd_iter': 1, 'input_evaluation': ['is', 'wis'], 'output_max_file_size': 67108864, 'clip_rewards': None, 'monitor': False, 'num_cpus_per_worker': 1.0, 'vf_loss_coeff': 0.5, 'horizon': None, 'train_batch_size': 12000, 'local_evaluator_tf_session_args': {'inter_op_parallelism_threads': 8, 'intra_op_parallelism_threads': 8}, 'preprocessor_pref': 'deepmind', 'observation_filter': 'NoFilter', 'optimizer': {'num_aggregation_workers': 0, 'sample_batch_size': 300, 'num_gpus': 4, 'max_sample_requests_in_flight_per_worker': 2, 'num_data_loader_buffers': 1, 'replay_proportion': 0.0, 'train_batch_size': 12000, 'replay_buffer_num_slots': 0, 'num_envs_per_worker': 1, 'num_sgd_iter': 1, 'lr': 0.0006, 'minibatch_buffer_size': 1, 'broadcast_interval': 1}, '_fake_sampler': False, 'lr': 0.0006, 'num_cpus_for_driver': 1, 'gamma': 0.99, 'clip_actions': True, 'broadcast_interval': 1, 'env': 'olympus'}",1561052367,102,12000,de686d80302f4f5fa632394caf5db276,12000,-0.5000000000000003,0,204.16519236564636,102,0.06615686274509779,6106,73,12000,{},{},1,172.17.2.45,{},"{'sample_throughput': 58.527, 'learner': {'vf_explained_var': -0.23073995113372803, 'mean_KL': 1.5932731523005117e-10, 'policy_loss': 1789.716552734375, 'median_KL': 0.0, 'max_KL': 1.1920928955078125e-07, 'cur_lr': 0.0006000000284984708, 'vf_loss': 516.09765625, 'grad_gnorm': 39.999996185302734, 'var_gnorm': 16.03122901916504, 'entropy': 3284.8408203125}, 'num_weight_syncs': 40, 'num_steps_trained': 0, 'num_steps_sampled': 12000, 'timing_breakdown': {'learner_dequeue_time_ms': 71348.417, 'learner_load_time_ms': 117.993, 'learner_grad_time_ms': 2058.331, 'learner_load_wait_time_ms': 71464.012, 'optimizer_step_time_ms': 24.914}, 'num_steps_replayed': 0, 'learner_queue': {'size_std': 0.0, 'size_quantiles': [0.0, 0.0, 0.0, 0.0, 0.0], 'size_count': 1, 'size_mean': 0.0}}",346.01960784313724,Training-Engine-4,204.16519236564636,False,204.16519236564636,"{'mean_processing_ms': 13.731630520213674, 'mean_inference_ms': 1.0488944768780692, 'mean_env_wait_ms': 204.19988328666636}",2019-06-20_17-39-27
0.95,2,"{'metrics_smoothing_episodes': 100, 'compress_observations': False, 'num_gpus': 4, 'num_workers': 73, 'input': 'sampler', 'collect_metrics_timeout': 180, 'synchronize_filters': True, 'replay_buffer_num_slots': 0, 'batch_mode': 'truncate_episodes', 'postprocess_inputs': False, 'lr_schedule': None, 'output': None, 'decay': 0.99, 'custom_resources_per_worker': {}, 'output_compress_columns': ['obs', 'new_obs'], 'model': {'free_log_std': False, 'fcnet_hiddens': [128, 128], 'custom_model': None, 'lstm_cell_size': 256, 'custom_preprocessor': None, 'conv_activation': 'relu', 'grayscale': False, 'max_seq_len': 20, 'use_lstm': False, 'dim': 84, 'lstm_use_prev_action_reward': False, 'fcnet_activation': 'tanh', 'squash_to_range': False, 'conv_filters': None, 'zero_mean': True, 'framestack': True, 'custom_options': {}}, 'minibatch_buffer_size': 1, 'callbacks': {'on_episode_end': None, 'on_postprocess_traj': None, 'on_train_result': None, 'on_episode_step': None, 'on_episode_start': None, 'on_sample_end': None}, 'min_iter_time_s': 10, 'shuffle_buffer_size': 0, 'learner_queue_size': 16, 'opt_type': 'rmpsprop', 'num_envs_per_worker': 1, 'tf_session_args': {'inter_op_parallelism_threads': 2, 'allow_soft_placement': True, 'gpu_options': {'allow_growth': True}, 'intra_op_parallelism_threads': 2, 'device_count': {'CPU': 1}, 'log_device_placement': False}, 'grad_clip': 40.0, 'ignore_worker_failures': False, 'num_gpus_per_worker': 0, 'multiagent': {'policy_mapping_fn': None, 'policies_to_train': None, 'policy_graphs': {}}, 'entropy_coeff': 0.01, 'log_level': 'INFO', 'num_aggregation_workers': 0, 'sample_batch_size': 300, 'sample_async': False, 'max_sample_requests_in_flight_per_worker': 2, 'num_data_loader_buffers': 1, 'remote_worker_envs': False, 'env_config': {}, 'soft_horizon': False, 'vtrace_clip_rho_threshold': 1.0, 'vtrace': True, 'epsilon': 0.01, 'remote_env_batch_wait_ms': 0, 'replay_proportion': 0.0, 'vtrace_clip_pg_rho_threshold': 1.0, 'momentum': 0.0, 'num_sgd_iter': 1, 'input_evaluation': ['is', 'wis'], 'output_max_file_size': 67108864, 'clip_rewards': None, 'monitor': False, 'num_cpus_per_worker': 1.0, 'vf_loss_coeff': 0.5, 'horizon': None, 'train_batch_size': 12000, 'local_evaluator_tf_session_args': {'inter_op_parallelism_threads': 8, 'intra_op_parallelism_threads': 8}, 'preprocessor_pref': 'deepmind', 'observation_filter': 'NoFilter', 'optimizer': {'num_aggregation_workers': 0, 'sample_batch_size': 300, 'num_gpus': 4, 'max_sample_requests_in_flight_per_worker': 2, 'num_data_loader_buffers': 1, 'replay_proportion': 0.0, 'train_batch_size': 12000, 'replay_buffer_num_slots': 0, 'num_envs_per_worker': 1, 'num_sgd_iter': 1, 'lr': 0.0006, 'minibatch_buffer_size': 1, 'broadcast_interval': 1}, '_fake_sampler': False, 'lr': 0.0006, 'num_cpus_for_driver': 1, 'gamma': 0.99, 'clip_actions': True, 'broadcast_interval': 1, 'env': 'olympus'}",1561052506,231,48000,de686d80302f4f5fa632394caf5db276,48000,-0.5000000000000003,0,139.08077263832092,129,-0.053627906976744466,6106,73,36000,{},{},2,172.17.2.45,{},"{'sample_throughput': 258.807, 'learner': {'vf_explained_var': 0.3586376905441284, 'mean_KL': 0.001397047657519579, 'policy_loss': -322.0520935058594, 'median_KL': 0.0014432314783334732, 'max_KL': 0.001506228931248188, 'cur_lr': 0.0006000000284984708, 'vf_loss': 23.682336807250977, 'grad_gnorm': 40.0, 'var_gnorm': 16.033721923828125, 'entropy': 3281.078857421875}, 'learner_queue': {'size_std': 0.0, 'size_quantiles': [0.0, 0.0, 0.0, 0.0, 0.0], 'size_count': 4, 'size_mean': 0.0}, 'num_steps_trained': 48000, 'num_weight_syncs': 186, 'num_steps_sampled': 48000, 'num_steps_replayed': 0, 'timing_breakdown': {'learner_dequeue_time_ms': 71348.417, 'learner_load_time_ms': 117.993, 'learner_grad_time_ms': 533.488, 'learner_load_wait_time_ms': 50772.083, 'optimizer_step_time_ms': 1041.784}, 'train_throughput': 139.481}",395.05426356589146,Training-Engine-4,343.2459650039673,False,343.2459650039673,"{'mean_processing_ms': 14.701733638370007, 'mean_inference_ms': 1.0319955379963777, 'mean_env_wait_ms': 200.5094785949092}",2019-06-20_17-41-46
0.961,3,"{'metrics_smoothing_episodes': 100, 'compress_observations': False, 'num_gpus': 4, 'num_workers': 73, 'input': 'sampler', 'collect_metrics_timeout': 180, 'synchronize_filters': True, 'replay_buffer_num_slots': 0, 'batch_mode': 'truncate_episodes', 'postprocess_inputs': False, 'lr_schedule': None, 'output': None, 'decay': 0.99, 'custom_resources_per_worker': {}, 'output_compress_columns': ['obs', 'new_obs'], 'model': {'free_log_std': False, 'fcnet_hiddens': [128, 128], 'custom_model': None, 'lstm_cell_size': 256, 'custom_preprocessor': None, 'conv_activation': 'relu', 'grayscale': False, 'max_seq_len': 20, 'use_lstm': False, 'dim': 84, 'lstm_use_prev_action_reward': False, 'fcnet_activation': 'tanh', 'squash_to_range': False, 'conv_filters': None, 'zero_mean': True, 'framestack': True, 'custom_options': {}}, 'minibatch_buffer_size': 1, 'callbacks': {'on_episode_end': None, 'on_postprocess_traj': None, 'on_train_result': None, 'on_episode_step': None, 'on_episode_start': None, 'on_sample_end': None}, 'min_iter_time_s': 10, 'shuffle_buffer_size': 0, 'learner_queue_size': 16, 'opt_type': 'rmpsprop', 'num_envs_per_worker': 1, 'tf_session_args': {'inter_op_parallelism_threads': 2, 'allow_soft_placement': True, 'gpu_options': {'allow_growth': True}, 'intra_op_parallelism_threads': 2, 'device_count': {'CPU': 1}, 'log_device_placement': False}, 'grad_clip': 40.0, 'ignore_worker_failures': False, 'num_gpus_per_worker': 0, 'multiagent': {'policy_mapping_fn': None, 'policies_to_train': None, 'policy_graphs': {}}, 'entropy_coeff': 0.01, 'log_level': 'INFO', 'num_aggregation_workers': 0, 'sample_batch_size': 300, 'sample_async': False, 'max_sample_requests_in_flight_per_worker': 2, 'num_data_loader_buffers': 1, 'remote_worker_envs': False, 'env_config': {}, 'soft_horizon': False, 'vtrace_clip_rho_threshold': 1.0, 'vtrace': True, 'epsilon': 0.01, 'remote_env_batch_wait_ms': 0, 'replay_proportion': 0.0, 'vtrace_clip_pg_rho_threshold': 1.0, 'momentum': 0.0, 'num_sgd_iter': 1, 'input_evaluation': ['is', 'wis'], 'output_max_file_size': 67108864, 'clip_rewards': None, 'monitor': False, 'num_cpus_per_worker': 1.0, 'vf_loss_coeff': 0.5, 'horizon': None, 'train_batch_size': 12000, 'local_evaluator_tf_session_args': {'inter_op_parallelism_threads': 8, 'intra_op_parallelism_threads': 8}, 'preprocessor_pref': 'deepmind', 'observation_filter': 'NoFilter', 'optimizer': {'num_aggregation_workers': 0, 'sample_batch_size': 300, 'num_gpus': 4, 'max_sample_requests_in_flight_per_worker': 2, 'num_data_loader_buffers': 1, 'replay_proportion': 0.0, 'train_batch_size': 12000, 'replay_buffer_num_slots': 0, 'num_envs_per_worker': 1, 'num_sgd_iter': 1, 'lr': 0.0006, 'minibatch_buffer_size': 1, 'broadcast_interval': 1}, '_fake_sampler': False, 'lr': 0.0006, 'num_cpus_for_driver': 1, 'gamma': 0.99, 'clip_actions': True, 'broadcast_interval': 1, 'env': 'olympus'}",1561052650,361,96000,de686d80302f4f5fa632394caf5db276,96000,-0.5000000000000003,0,143.93253803253174,130,0.046523076923076674,6106,73,48000,{},{},3,172.17.2.45,{},"{'sample_throughput': 333.447, 'learner': {'vf_explained_var': 0.408380925655365, 'mean_KL': 0.00904134102165699, 'policy_loss': 61.77967834472656, 'median_KL': 0.00877557322382927, 'max_KL': 0.01163814589381218, 'cur_lr': 0.0006000000284984708, 'vf_loss': 4.930804252624512, 'grad_gnorm': 40.0, 'var_gnorm': 16.034605026245117, 'entropy': 3253.222412109375}, 'learner_queue': {'size_std': 0.0, 'size_quantiles': [0.0, 0.0, 0.0, 0.0, 0.0], 'size_count': 8, 'size_mean': 0.0}, 'num_steps_trained': 96000, 'num_weight_syncs': 332, 'num_steps_sampled': 96000, 'num_steps_replayed': 0, 'timing_breakdown': {'learner_dequeue_time_ms': 71348.417, 'learner_load_time_ms': 117.993, 'learner_grad_time_ms': 279.449, 'learner_load_wait_time_ms': 42762.872, 'optimizer_step_time_ms': 2057.299}, 'train_throughput': 333.447}",346.17692307692306,Training-Engine-4,487.178503036499,False,487.178503036499,"{'mean_processing_ms': 16.69891461637948, 'mean_inference_ms': 1.0623789446391076, 'mean_env_wait_ms': 199.07393001084304}",2019-06-20_17-44-10
0.971,4,"{'metrics_smoothing_episodes': 100, 'compress_observations': False, 'num_gpus': 4, 'num_workers': 73, 'input': 'sampler', 'collect_metrics_timeout': 180, 'synchronize_filters': True, 'replay_buffer_num_slots': 0, 'batch_mode': 'truncate_episodes', 'postprocess_inputs': False, 'lr_schedule': None, 'output': None, 'decay': 0.99, 'custom_resources_per_worker': {}, 'output_compress_columns': ['obs', 'new_obs'], 'model': {'free_log_std': False, 'fcnet_hiddens': [128, 128], 'custom_model': None, 'lstm_cell_size': 256, 'custom_preprocessor': None, 'conv_activation': 'relu', 'grayscale': False, 'max_seq_len': 20, 'use_lstm': False, 'dim': 84, 'lstm_use_prev_action_reward': False, 'fcnet_activation': 'tanh', 'squash_to_range': False, 'conv_filters': None, 'zero_mean': True, 'framestack': True, 'custom_options': {}}, 'minibatch_buffer_size': 1, 'callbacks': {'on_episode_end': None, 'on_postprocess_traj': None, 'on_train_result': None, 'on_episode_step': None, 'on_episode_start': None, 'on_sample_end': None}, 'min_iter_time_s': 10, 'shuffle_buffer_size': 0, 'learner_queue_size': 16, 'opt_type': 'rmpsprop', 'num_envs_per_worker': 1, 'tf_session_args': {'inter_op_parallelism_threads': 2, 'allow_soft_placement': True, 'gpu_options': {'allow_growth': True}, 'intra_op_parallelism_threads': 2, 'device_count': {'CPU': 1}, 'log_device_placement': False}, 'grad_clip': 40.0, 'ignore_worker_failures': False, 'num_gpus_per_worker': 0, 'multiagent': {'policy_mapping_fn': None, 'policies_to_train': None, 'policy_graphs': {}}, 'entropy_coeff': 0.01, 'log_level': 'INFO', 'num_aggregation_workers': 0, 'sample_batch_size': 300, 'sample_async': False, 'max_sample_requests_in_flight_per_worker': 2, 'num_data_loader_buffers': 1, 'remote_worker_envs': False, 'env_config': {}, 'soft_horizon': False, 'vtrace_clip_rho_threshold': 1.0, 'vtrace': True, 'epsilon': 0.01, 'remote_env_batch_wait_ms': 0, 'replay_proportion': 0.0, 'vtrace_clip_pg_rho_threshold': 1.0, 'momentum': 0.0, 'num_sgd_iter': 1, 'input_evaluation': ['is', 'wis'], 'output_max_file_size': 67108864, 'clip_rewards': None, 'monitor': False, 'num_cpus_per_worker': 1.0, 'vf_loss_coeff': 0.5, 'horizon': None, 'train_batch_size': 12000, 'local_evaluator_tf_session_args': {'inter_op_parallelism_threads': 8, 'intra_op_parallelism_threads': 8}, 'preprocessor_pref': 'deepmind', 'observation_filter': 'NoFilter', 'optimizer': {'num_aggregation_workers': 0, 'sample_batch_size': 300, 'num_gpus': 4, 'max_sample_requests_in_flight_per_worker': 2, 'num_data_loader_buffers': 1, 'replay_proportion': 0.0, 'train_batch_size': 12000, 'replay_buffer_num_slots': 0, 'num_envs_per_worker': 1, 'num_sgd_iter': 1, 'lr': 0.0006, 'minibatch_buffer_size': 1, 'broadcast_interval': 1}, '_fake_sampler': False, 'lr': 0.0006, 'num_cpus_for_driver': 1, 'gamma': 0.99, 'clip_actions': True, 'broadcast_interval': 1, 'env': 'olympus'}",1561052797,526,132000,de686d80302f4f5fa632394caf5db276,132000,-0.5000000000000003,0,147.2467544078827,165,0.3507333333333331,6106,73,36000,{},{},4,172.17.2.45,{},"{'sample_throughput': 244.453, 'learner': {'vf_explained_var': 0.35167670249938965, 'mean_KL': 0.0044529321603477, 'policy_loss': 180.82626342773438, 'median_KL': 0.003922306001186371, 'max_KL': 0.009833533316850662, 'cur_lr': 0.0006000000284984708, 'vf_loss': 30.419334411621094, 'grad_gnorm': 39.999996185302734, 'var_gnorm': 16.034774780273438, 'entropy': 3238.66259765625}, 'learner_queue': {'size_std': 0.0, 'size_quantiles': [0.0, 0.0, 0.0, 0.0, 0.0], 'size_count': 11, 'size_mean': 0.0}, 'num_steps_trained': 132000, 'num_weight_syncs': 478, 'num_steps_sampled': 132000, 'num_steps_replayed': 0, 'timing_breakdown': {'learner_dequeue_time_ms': 71348.417, 'learner_load_time_ms': 117.993, 'learner_grad_time_ms': 25.311, 'learner_load_wait_time_ms': 41448.795, 'optimizer_step_time_ms': 3070.437}, 'train_throughput': 244.453}",262.0,Training-Engine-4,634.4252574443817,False,634.4252574443817,"{'mean_processing_ms': 18.523493470218195, 'mean_inference_ms': 1.0750200871353477, 'mean_env_wait_ms': 198.21325349783052}",2019-06-20_17-46-37
0.967,5,"{'metrics_smoothing_episodes': 100, 'compress_observations': False, 'num_gpus': 4, 'num_workers': 73, 'input': 'sampler', 'collect_metrics_timeout': 180, 'synchronize_filters': True, 'replay_buffer_num_slots': 0, 'batch_mode': 'truncate_episodes', 'postprocess_inputs': False, 'lr_schedule': None, 'output': None, 'decay': 0.99, 'custom_resources_per_worker': {}, 'output_compress_columns': ['obs', 'new_obs'], 'model': {'free_log_std': False, 'fcnet_hiddens': [128, 128], 'custom_model': None, 'lstm_cell_size': 256, 'custom_preprocessor': None, 'conv_activation': 'relu', 'grayscale': False, 'max_seq_len': 20, 'use_lstm': False, 'dim': 84, 'lstm_use_prev_action_reward': False, 'fcnet_activation': 'tanh', 'squash_to_range': False, 'conv_filters': None, 'zero_mean': True, 'framestack': True, 'custom_options': {}}, 'minibatch_buffer_size': 1, 'callbacks': {'on_episode_end': None, 'on_postprocess_traj': None, 'on_train_result': None, 'on_episode_step': None, 'on_episode_start': None, 'on_sample_end': None}, 'min_iter_time_s': 10, 'shuffle_buffer_size': 0, 'learner_queue_size': 16, 'opt_type': 'rmpsprop', 'num_envs_per_worker': 1, 'tf_session_args': {'inter_op_parallelism_threads': 2, 'allow_soft_placement': True, 'gpu_options': {'allow_growth': True}, 'intra_op_parallelism_threads': 2, 'device_count': {'CPU': 1}, 'log_device_placement': False}, 'grad_clip': 40.0, 'ignore_worker_failures': False, 'num_gpus_per_worker': 0, 'multiagent': {'policy_mapping_fn': None, 'policies_to_train': None, 'policy_graphs': {}}, 'entropy_coeff': 0.01, 'log_level': 'INFO', 'num_aggregation_workers': 0, 'sample_batch_size': 300, 'sample_async': False, 'max_sample_requests_in_flight_per_worker': 2, 'num_data_loader_buffers': 1, 'remote_worker_envs': False, 'env_config': {}, 'soft_horizon': False, 'vtrace_clip_rho_threshold': 1.0, 'vtrace': True, 'epsilon': 0.01, 'remote_env_batch_wait_ms': 0, 'replay_proportion': 0.0, 'vtrace_clip_pg_rho_threshold': 1.0, 'momentum': 0.0, 'num_sgd_iter': 1, 'input_evaluation': ['is', 'wis'], 'output_max_file_size': 67108864, 'clip_rewards': None, 'monitor': False, 'num_cpus_per_worker': 1.0, 'vf_loss_coeff': 0.5, 'horizon': None, 'train_batch_size': 12000, 'local_evaluator_tf_session_args': {'inter_op_parallelism_threads': 8, 'intra_op_parallelism_threads': 8}, 'preprocessor_pref': 'deepmind', 'observation_filter': 'NoFilter', 'optimizer': {'num_aggregation_workers': 0, 'sample_batch_size': 300, 'num_gpus': 4, 'max_sample_requests_in_flight_per_worker': 2, 'num_data_loader_buffers': 1, 'replay_proportion': 0.0, 'train_batch_size': 12000, 'replay_buffer_num_slots': 0, 'num_envs_per_worker': 1, 'num_sgd_iter': 1, 'lr': 0.0006, 'minibatch_buffer_size': 1, 'broadcast_interval': 1}, '_fake_sampler': False, 'lr': 0.0006, 'num_cpus_for_driver': 1, 'gamma': 0.99, 'clip_actions': True, 'broadcast_interval': 1, 'env': 'olympus'}",1561052952,677,180000,de686d80302f4f5fa632394caf5db276,180000,-0.5000000000000003,0,154.4442138671875,151,0.27166225165562896,6106,73,48000,{},{},5,172.17.2.45,{},"{'sample_throughput': 310.752, 'learner': {'vf_explained_var': 0.656115710735321, 'mean_KL': 0.003331586252897978, 'policy_loss': -109.95936584472656, 'median_KL': 0.003449292853474617, 'max_KL': 0.004947103559970856, 'cur_lr': 0.0006000000284984708, 'vf_loss': 23.189361572265625, 'grad_gnorm': 40.0, 'var_gnorm': 16.035255432128906, 'entropy': 3229.7958984375}, 'learner_queue': {'size_std': 0.0, 'size_quantiles': [0.0, 0.0, 0.0, 0.0, 0.0], 'size_count': 15, 'size_mean': 0.0}, 'num_steps_trained': 180000, 'num_weight_syncs': 624, 'num_steps_sampled': 180000, 'num_steps_replayed': 0, 'timing_breakdown': {'learner_dequeue_time_ms': 71348.417, 'learner_load_time_ms': 117.993, 'learner_grad_time_ms': 25.843, 'learner_load_wait_time_ms': 29109.65, 'optimizer_step_time_ms': 4083.174}, 'train_throughput': 310.752}",285.18543046357615,Training-Engine-4,788.8694713115692,False,788.8694713115692,"{'mean_processing_ms': 18.782800862721633, 'mean_inference_ms': 1.0533119825432127, 'mean_env_wait_ms': 198.00617065781884}",2019-06-20_17-49-12
0.96,6,"{'metrics_smoothing_episodes': 100, 'compress_observations': False, 'num_gpus': 4, 'num_workers': 73, 'input': 'sampler', 'collect_metrics_timeout': 180, 'synchronize_filters': True, 'replay_buffer_num_slots': 0, 'batch_mode': 'truncate_episodes', 'postprocess_inputs': False, 'lr_schedule': None, 'output': None, 'decay': 0.99, 'custom_resources_per_worker': {}, 'output_compress_columns': ['obs', 'new_obs'], 'model': {'free_log_std': False, 'fcnet_hiddens': [128, 128], 'custom_model': None, 'lstm_cell_size': 256, 'custom_preprocessor': None, 'conv_activation': 'relu', 'grayscale': False, 'max_seq_len': 20, 'use_lstm': False, 'dim': 84, 'lstm_use_prev_action_reward': False, 'fcnet_activation': 'tanh', 'squash_to_range': False, 'conv_filters': None, 'zero_mean': True, 'framestack': True, 'custom_options': {}}, 'minibatch_buffer_size': 1, 'callbacks': {'on_episode_end': None, 'on_postprocess_traj': None, 'on_train_result': None, 'on_episode_step': None, 'on_episode_start': None, 'on_sample_end': None}, 'min_iter_time_s': 10, 'shuffle_buffer_size': 0, 'learner_queue_size': 16, 'opt_type': 'rmpsprop', 'num_envs_per_worker': 1, 'tf_session_args': {'inter_op_parallelism_threads': 2, 'allow_soft_placement': True, 'gpu_options': {'allow_growth': True}, 'intra_op_parallelism_threads': 2, 'device_count': {'CPU': 1}, 'log_device_placement': False}, 'grad_clip': 40.0, 'ignore_worker_failures': False, 'num_gpus_per_worker': 0, 'multiagent': {'policy_mapping_fn': None, 'policies_to_train': None, 'policy_graphs': {}}, 'entropy_coeff': 0.01, 'log_level': 'INFO', 'num_aggregation_workers': 0, 'sample_batch_size': 300, 'sample_async': False, 'max_sample_requests_in_flight_per_worker': 2, 'num_data_loader_buffers': 1, 'remote_worker_envs': False, 'env_config': {}, 'soft_horizon': False, 'vtrace_clip_rho_threshold': 1.0, 'vtrace': True, 'epsilon': 0.01, 'remote_env_batch_wait_ms': 0, 'replay_proportion': 0.0, 'vtrace_clip_pg_rho_threshold': 1.0, 'momentum': 0.0, 'num_sgd_iter': 1, 'input_evaluation': ['is', 'wis'], 'output_max_file_size': 67108864, 'clip_rewards': None, 'monitor': False, 'num_cpus_per_worker': 1.0, 'vf_loss_coeff': 0.5, 'horizon': None, 'train_batch_size': 12000, 'local_evaluator_tf_session_args': {'inter_op_parallelism_threads': 8, 'intra_op_parallelism_threads': 8}, 'preprocessor_pref': 'deepmind', 'observation_filter': 'NoFilter', 'optimizer': {'num_aggregation_workers': 0, 'sample_batch_size': 300, 'num_gpus': 4, 'max_sample_requests_in_flight_per_worker': 2, 'num_data_loader_buffers': 1, 'replay_proportion': 0.0, 'train_batch_size': 12000, 'replay_buffer_num_slots': 0, 'num_envs_per_worker': 1, 'num_sgd_iter': 1, 'lr': 0.0006, 'minibatch_buffer_size': 1, 'broadcast_interval': 1}, '_fake_sampler': False, 'lr': 0.0006, 'num_cpus_for_driver': 1, 'gamma': 0.99, 'clip_actions': True, 'broadcast_interval': 1, 'env': 'olympus'}",1561053097,837,228000,de686d80302f4f5fa632394caf5db276,228000,-0.5000000000000003,0,144.89501857757568,160,0.3802749999999998,6106,73,48000,{},{},6,172.17.2.45,{},"{'sample_throughput': 331.232, 'learner': {'vf_explained_var': 0.7001184225082397, 'mean_KL': 0.009755349718034267, 'policy_loss': 47.23712921142578, 'median_KL': 0.010664913803339005, 'max_KL': 0.013672566041350365, 'cur_lr': 0.0006000000284984708, 'vf_loss': 18.05686378479004, 'grad_gnorm': 40.0, 'var_gnorm': 16.03462028503418, 'entropy': 3194.981201171875}, 'learner_queue': {'size_std': 0.0, 'size_quantiles': [0.0, 0.0, 0.0, 0.0, 0.0], 'size_count': 19, 'size_mean': 0.0}, 'num_steps_trained': 228000, 'num_weight_syncs': 770, 'num_steps_sampled': 228000, 'num_steps_replayed': 0, 'timing_breakdown': {'learner_dequeue_time_ms': 394905.852, 'learner_load_time_ms': 60.542, 'learner_grad_time_ms': 26.028, 'learner_load_wait_time_ms': 30161.802, 'optimizer_step_time_ms': 5095.278}, 'train_throughput': 331.232}",270.375,Training-Engine-4,933.7644898891449,False,933.7644898891449,"{'mean_processing_ms': 19.29539174592319, 'mean_inference_ms': 1.0577248038931935, 'mean_env_wait_ms': 197.61053206298692}",2019-06-20_17-51-37
